show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,content_age
s2088,Movie,Santana,"Chris Roland, Maradona Dias Dos Santos","Paulo Americano, Raul Rosario, Rapulana Seiphemo, David O'Hara, Hakeem Kae-Kazim, Neide Vieira, Cigano Satyohamba, Nompilo Gwala",Angola,2020-08-28,2020,TV-MA,107 min,International Movies,Two brothers — one a narcotics agent and the other a general — finally discover the identity of the drug lord who murdered their parents decades ago.,2020.0,8.0,6.0
s1963,Movie,A Love Song for Latasha,Sophia Nahli Allison,Not Available,United States,2020-09-21,2020,TV-PG,20 min,Documentaries,The killing of Latasha Harlins became a flashpoint for the 1992 LA uprising. This documentary evocatively explores the 15-year-old's life and dreams.,2020.0,9.0,6.0
s2532,Movie,Dilan 1990,"Fajar Bustomi, Pidi Baiq","Vanesha Prescilla, Iqbaal Ramadhan, Debo Andryos, Giulio Parengkuan, Omara Esteghlal, Yoriko Angeline, Zulfa Maharani, Brandon Salim",Indonesia,2020-05-14,2018,TV-14,109 min,Dramas,"At a Bandung high school, charming and rebellious Dilan vies for the affections of shy new student Milea.",2020.0,5.0,6.0
s2532,Movie,Dilan 1990,"Fajar Bustomi, Pidi Baiq","Vanesha Prescilla, Iqbaal Ramadhan, Debo Andryos, Giulio Parengkuan, Omara Esteghlal, Yoriko Angeline, Zulfa Maharani, Brandon Salim",Indonesia,2020-05-14,2018,TV-14,109 min,International Movies,"At a Bandung high school, charming and rebellious Dilan vies for the affections of shy new student Milea.",2020.0,5.0,6.0
s2532,Movie,Dilan 1990,"Fajar Bustomi, Pidi Baiq","Vanesha Prescilla, Iqbaal Ramadhan, Debo Andryos, Giulio Parengkuan, Omara Esteghlal, Yoriko Angeline, Zulfa Maharani, Brandon Salim",Indonesia,2020-05-14,2018,TV-14,109 min,Romantic Movies,"At a Bandung high school, charming and rebellious Dilan vies for the affections of shy new student Milea.",2020.0,5.0,6.0
s555,Movie,RattleSnake - The Ahanna Story,Ramsey Nouah,"Stan Nze, Osas Ighodaro, Bucci Franklin, Odera Adimorah, Efa Iwara, Emeka Nwagbaraocha, Elma Mbadiwe, Norbert Young, Brutus Richard, Chinyere Wilfred, Sonny McDon, Chiwetalu Agu",Nigeria,2021-07-02,2020,TV-MA,136 min,Dramas,"In this stylish remake, a disillusioned mastermind assembles a team to pull off a series of spectacular heists — but his crimes make too many enemies.",2021.0,7.0,5.0
s555,Movie,RattleSnake - The Ahanna Story,Ramsey Nouah,"Stan Nze, Osas Ighodaro, Bucci Franklin, Odera Adimorah, Efa Iwara, Emeka Nwagbaraocha, Elma Mbadiwe, Norbert Young, Brutus Richard, Chinyere Wilfred, Sonny McDon, Chiwetalu Agu",Nigeria,2021-07-02,2020,TV-MA,136 min,International Movies,"In this stylish remake, a disillusioned mastermind assembles a team to pull off a series of spectacular heists — but his crimes make too many enemies.",2021.0,7.0,5.0
s555,Movie,RattleSnake - The Ahanna Story,Ramsey Nouah,"Stan Nze, Osas Ighodaro, Bucci Franklin, Odera Adimorah, Efa Iwara, Emeka Nwagbaraocha, Elma Mbadiwe, Norbert Young, Brutus Richard, Chinyere Wilfred, Sonny McDon, Chiwetalu Agu",Nigeria,2021-07-02,2020,TV-MA,136 min,Thrillers,"In this stylish remake, a disillusioned mastermind assembles a team to pull off a series of spectacular heists — but his crimes make too many enemies.",2021.0,7.0,5.0
s2985,TV Show,Omniscient,Unknown,"Carla Salle, Sandra Corveloni, Jonathan Haagensen, Guilherme Prates, Luana Tanaka, Marcello Airoldi, Marco Antônio Pâmio",Brazil,2020-01-29,2020,TV-MA,1 Season,International TV Shows,"In a city where citizens are monitored 24/7, a tech employee must outsmart her surveillance drone in order to investigate a murder.",2020.0,1.0,6.0
s2985,TV Show,Omniscient,Unknown,"Carla Salle, Sandra Corveloni, Jonathan Haagensen, Guilherme Prates, Luana Tanaka, Marcello Airoldi, Marco Antônio Pâmio",Brazil,2020-01-29,2020,TV-MA,1 Season,TV Dramas,"In a city where citizens are monitored 24/7, a tech employee must outsmart her surveillance drone in order to investigate a murder.",2020.0,1.0,6.0
s2985,TV Show,Omniscient,Unknown,"Carla Salle, Sandra Corveloni, Jonathan Haagensen, Guilherme Prates, Luana Tanaka, Marcello Airoldi, Marco Antônio Pâmio",Brazil,2020-01-29,2020,TV-MA,1 Season,TV Sci-Fi & Fantasy,"In a city where citizens are monitored 24/7, a tech employee must outsmart her surveillance drone in order to investigate a murder.",2020.0,1.0,6.0
s8375,Movie,The Jungle School,Riri Riza,"Prisia Nasution, Nyungsang Bungo, Rukman Rosadi, Nadhira Suryadi, Ines Somellera",Indonesia,2018-10-30,2013,TV-PG,90 min,Dramas,An idealistic young woman travels to the jungles of Indonesia to teach literacy – and much more – to local children.,2018.0,10.0,8.0
s8375,Movie,The Jungle School,Riri Riza,"Prisia Nasution, Nyungsang Bungo, Rukman Rosadi, Nadhira Suryadi, Ines Somellera",Indonesia,2018-10-30,2013,TV-PG,90 min,International Movies,An idealistic young woman travels to the jungles of Indonesia to teach literacy – and much more – to local children.,2018.0,10.0,8.0
s2700,TV Show,The Circle France,Unknown,Not Available,Unknown,2020-04-09,2020,TV-MA,1 Season,International TV Shows,"Status and strategy collide in this social media competition where online players flirt, befriend and catfish their way toward 100,000 euros.",2020.0,4.0,6.0
s2700,TV Show,The Circle France,Unknown,Not Available,Unknown,2020-04-09,2020,TV-MA,1 Season,Reality TV,"Status and strategy collide in this social media competition where online players flirt, befriend and catfish their way toward 100,000 euros.",2020.0,4.0,6.0
s5506,Movie,Loev,Sudhanshu Saria,"Shiv Pandit, Dhruv Ganesh, Siddharth Menon, Rishabh Chaddha",India,2017-05-01,2015,TV-MA,89 min,Dramas,Lives are upended when a hiking trip leads a Wall Street hotshot to explore his true feelings for an old pal who’s disenchanted with his boyfriend.,2017.0,5.0,9.0
s5506,Movie,Loev,Sudhanshu Saria,"Shiv Pandit, Dhruv Ganesh, Siddharth Menon, Rishabh Chaddha",India,2017-05-01,2015,TV-MA,89 min,Independent Movies,Lives are upended when a hiking trip leads a Wall Street hotshot to explore his true feelings for an old pal who’s disenchanted with his boyfriend.,2017.0,5.0,9.0
s5506,Movie,Loev,Sudhanshu Saria,"Shiv Pandit, Dhruv Ganesh, Siddharth Menon, Rishabh Chaddha",India,2017-05-01,2015,TV-MA,89 min,International Movies,Lives are upended when a hiking trip leads a Wall Street hotshot to explore his true feelings for an old pal who’s disenchanted with his boyfriend.,2017.0,5.0,9.0
s4490,TV Show,Best.Worst.Weekend.Ever.,Unknown,"Sam Ashe Arnold, Cole Sand, Brianna Reed, Brittany Garms, Alison Becker, Larry Bates, Tiffany Espensen, Rachel Gage, Matt Battaglia, Affion Crockett",United States,2018-10-19,2018,TV-PG,1 Season,Kids' TV,"Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.",2018.0,10.0,8.0
s4490,TV Show,Best.Worst.Weekend.Ever.,Unknown,"Sam Ashe Arnold, Cole Sand, Brianna Reed, Brittany Garms, Alison Becker, Larry Bates, Tiffany Espensen, Rachel Gage, Matt Battaglia, Affion Crockett",United States,2018-10-19,2018,TV-PG,1 Season,TV Comedies,"Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.",2018.0,10.0,8.0
s1619,TV Show,Octonauts,Unknown,"Keith Wickham, Jo Wyatt, Ross Breen, Simon Greenall, Paul Panting, Rob Rackstraw, Teresa Gallagher, Shelley Longworth",United States,2020-12-01,2015,TV-Y,4 Seasons,British TV Shows,A team of brave underwater explorers known as the Octonauts combs the world's oceans for aquatic creatures in desperate need of assistance.,2020.0,12.0,6.0
s1619,TV Show,Octonauts,Unknown,"Keith Wickham, Jo Wyatt, Ross Breen, Simon Greenall, Paul Panting, Rob Rackstraw, Teresa Gallagher, Shelley Longworth",United States,2020-12-01,2015,TV-Y,4 Seasons,Kids' TV,A team of brave underwater explorers known as the Octonauts combs the world's oceans for aquatic creatures in desperate need of assistance.,2020.0,12.0,6.0
s1619,TV Show,Octonauts,Unknown,"Keith Wickham, Jo Wyatt, Ross Breen, Simon Greenall, Paul Panting, Rob Rackstraw, Teresa Gallagher, Shelley Longworth",Ireland,2020-12-01,2015,TV-Y,4 Seasons,British TV Shows,A team of brave underwater explorers known as the Octonauts combs the world's oceans for aquatic creatures in desperate need of assistance.,2020.0,12.0,6.0
s1619,TV Show,Octonauts,Unknown,"Keith Wickham, Jo Wyatt, Ross Breen, Simon Greenall, Paul Panting, Rob Rackstraw, Teresa Gallagher, Shelley Longworth",Ireland,2020-12-01,2015,TV-Y,4 Seasons,Kids' TV,A team of brave underwater explorers known as the Octonauts combs the world's oceans for aquatic creatures in desperate need of assistance.,2020.0,12.0,6.0
s1619,TV Show,Octonauts,Unknown,"Keith Wickham, Jo Wyatt, Ross Breen, Simon Greenall, Paul Panting, Rob Rackstraw, Teresa Gallagher, Shelley Longworth",United Kingdom,2020-12-01,2015,TV-Y,4 Seasons,British TV Shows,A team of brave underwater explorers known as the Octonauts combs the world's oceans for aquatic creatures in desperate need of assistance.,2020.0,12.0,6.0
s1619,TV Show,Octonauts,Unknown,"Keith Wickham, Jo Wyatt, Ross Breen, Simon Greenall, Paul Panting, Rob Rackstraw, Teresa Gallagher, Shelley Longworth",United Kingdom,2020-12-01,2015,TV-Y,4 Seasons,Kids' TV,A team of brave underwater explorers known as the Octonauts combs the world's oceans for aquatic creatures in desperate need of assistance.,2020.0,12.0,6.0
s1619,TV Show,Octonauts,Unknown,"Keith Wickham, Jo Wyatt, Ross Breen, Simon Greenall, Paul Panting, Rob Rackstraw, Teresa Gallagher, Shelley Longworth",India,2020-12-01,2015,TV-Y,4 Seasons,British TV Shows,A team of brave underwater explorers known as the Octonauts combs the world's oceans for aquatic creatures in desperate need of assistance.,2020.0,12.0,6.0
s1619,TV Show,Octonauts,Unknown,"Keith Wickham, Jo Wyatt, Ross Breen, Simon Greenall, Paul Panting, Rob Rackstraw, Teresa Gallagher, Shelley Longworth",India,2020-12-01,2015,TV-Y,4 Seasons,Kids' TV,A team of brave underwater explorers known as the Octonauts combs the world's oceans for aquatic creatures in desperate need of assistance.,2020.0,12.0,6.0
s1200,Movie,Savages,Oliver Stone,"Taylor Kitsch, Aaron Taylor-Johnson, Blake Lively, John Travolta, Benicio Del Toro, Salma Hayek, Demián Bichir, Sandra Echeverría, Emile Hirsch, Joaquín Cosío, Ali Wong",United States,2021-03-16,2012,R,131 min,Dramas,"With the help of a shady DEA agent, two weed entrepreneurs take on a merciless cartel leader who wants in on their business and kidnaps their lover.",2021.0,3.0,5.0
s1200,Movie,Savages,Oliver Stone,"Taylor Kitsch, Aaron Taylor-Johnson, Blake Lively, John Travolta, Benicio Del Toro, Salma Hayek, Demián Bichir, Sandra Echeverría, Emile Hirsch, Joaquín Cosío, Ali Wong",United States,2021-03-16,2012,R,131 min,Thrillers,"With the help of a shady DEA agent, two weed entrepreneurs take on a merciless cartel leader who wants in on their business and kidnaps their lover.",2021.0,3.0,5.0
s8074,Movie,Sprinter,Storm Saulter,"Dale Elliott, Kadeem Wilson, Dennis Titus, David Alan Grier, Shantol Jackson, Lorraine Toussaint, Bryshere Gray, Quera South, Aiden Moodie",Jamaica,2020-04-15,2018,TV-MA,112 min,Dramas,"When a Jamaican teen hopes to use track to reunite him with his mother in America, family dysfunction at home threatens to knock his plans off course.",2020.0,4.0,6.0
s8074,Movie,Sprinter,Storm Saulter,"Dale Elliott, Kadeem Wilson, Dennis Titus, David Alan Grier, Shantol Jackson, Lorraine Toussaint, Bryshere Gray, Quera South, Aiden Moodie",Jamaica,2020-04-15,2018,TV-MA,112 min,International Movies,"When a Jamaican teen hopes to use track to reunite him with his mother in America, family dysfunction at home threatens to knock his plans off course.",2020.0,4.0,6.0
s8074,Movie,Sprinter,Storm Saulter,"Dale Elliott, Kadeem Wilson, Dennis Titus, David Alan Grier, Shantol Jackson, Lorraine Toussaint, Bryshere Gray, Quera South, Aiden Moodie",Jamaica,2020-04-15,2018,TV-MA,112 min,Sports Movies,"When a Jamaican teen hopes to use track to reunite him with his mother in America, family dysfunction at home threatens to knock his plans off course.",2020.0,4.0,6.0
s8074,Movie,Sprinter,Storm Saulter,"Dale Elliott, Kadeem Wilson, Dennis Titus, David Alan Grier, Shantol Jackson, Lorraine Toussaint, Bryshere Gray, Quera South, Aiden Moodie",United States,2020-04-15,2018,TV-MA,112 min,Dramas,"When a Jamaican teen hopes to use track to reunite him with his mother in America, family dysfunction at home threatens to knock his plans off course.",2020.0,4.0,6.0
s8074,Movie,Sprinter,Storm Saulter,"Dale Elliott, Kadeem Wilson, Dennis Titus, David Alan Grier, Shantol Jackson, Lorraine Toussaint, Bryshere Gray, Quera South, Aiden Moodie",United States,2020-04-15,2018,TV-MA,112 min,International Movies,"When a Jamaican teen hopes to use track to reunite him with his mother in America, family dysfunction at home threatens to knock his plans off course.",2020.0,4.0,6.0
s8074,Movie,Sprinter,Storm Saulter,"Dale Elliott, Kadeem Wilson, Dennis Titus, David Alan Grier, Shantol Jackson, Lorraine Toussaint, Bryshere Gray, Quera South, Aiden Moodie",United States,2020-04-15,2018,TV-MA,112 min,Sports Movies,"When a Jamaican teen hopes to use track to reunite him with his mother in America, family dysfunction at home threatens to knock his plans off course.",2020.0,4.0,6.0
s8519,TV Show,The Story of God with Morgan Freeman,Unknown,Morgan Freeman,United States,,2017,TV-14,2 Seasons,Docuseries,"Host Morgan Freeman explores religion's role in human history, how our beliefs connect us and possible answers to life's million-dollar questions.",,,
s1072,Movie,Motu Patlu in Hong Kong: Kung Fu Kings 3,Suhas Kadav,"Saurav Chakraborty, Sankalp Rastogi, Anamaya Varma, Aditya Raaj, Manoj Pandey",Unknown,2021-04-13,2017,TV-Y7,84 min,Children & Family Movies,"With a dangerous villain to defeat in Hong Kong, Motu takes his martial arts skills to the next level, training with a boneless master to face the foe.",2021.0,4.0,5.0
s1072,Movie,Motu Patlu in Hong Kong: Kung Fu Kings 3,Suhas Kadav,"Saurav Chakraborty, Sankalp Rastogi, Anamaya Varma, Aditya Raaj, Manoj Pandey",Unknown,2021-04-13,2017,TV-Y7,84 min,Music & Musicals,"With a dangerous villain to defeat in Hong Kong, Motu takes his martial arts skills to the next level, training with a boneless master to face the foe.",2021.0,4.0,5.0
s7497,Movie,Monster High: Ghouls Rule,"Mike Fetterly, Steve Sacks","Laura Bailey, Hank Banks, Cam Clarke, Erin Fitzgerald, Dee Dee Green, Kate Higgins, Andrew Duncan",United States,2018-03-01,2012,TV-Y7,71 min,Children & Family Movies,"After learning that monsters and ""Normies"" used to spend Halloween together, Frankie Stein and her pals rally both groups for a frightfully good time.",2018.0,3.0,8.0
s6358,TV Show,Bondi Rescue,Unknown,"Andrew Günsberg, Dean Gladstone, Bruce Hopkins, Trent 'Maxi' Maxwell, Andrew Reid, Ryan Clark, Chris Chapman, Anthony 'Harries' Caroll",Australia,,2016,TV-PG,1 Season,Reality TV,"This reality series follows elite professional lifeguards on Sydney's Bondi Beach, as they take on everything from animal stings to criminals.",,,
s3571,Movie,Game Over (Telugu Version),Ashwin Saravanan,"Taapsee Pannu, Vinodhini, Parvathi T, Ramya Subramanian, Sanchana Natarajan, Anish Kuruvilla, David Solomon Raja",Unknown,2019-08-21,2019,TV-MA,98 min,Horror Movies,"As a series of murders hit close to home, a video game designer with PTSD must confront her demons, or risk becoming their victim.",2019.0,8.0,7.0
s3571,Movie,Game Over (Telugu Version),Ashwin Saravanan,"Taapsee Pannu, Vinodhini, Parvathi T, Ramya Subramanian, Sanchana Natarajan, Anish Kuruvilla, David Solomon Raja",Unknown,2019-08-21,2019,TV-MA,98 min,International Movies,"As a series of murders hit close to home, a video game designer with PTSD must confront her demons, or risk becoming their victim.",2019.0,8.0,7.0
s3571,Movie,Game Over (Telugu Version),Ashwin Saravanan,"Taapsee Pannu, Vinodhini, Parvathi T, Ramya Subramanian, Sanchana Natarajan, Anish Kuruvilla, David Solomon Raja",Unknown,2019-08-21,2019,TV-MA,98 min,Thrillers,"As a series of murders hit close to home, a video game designer with PTSD must confront her demons, or risk becoming their victim.",2019.0,8.0,7.0
s2749,TV Show,Well-Intended Love,Unknown,"Xu Kaicheng, Simona Wang, Ian Yi, Huang Qian Shuo, Yang Hao Ming, Liu Jia Xi",China,2020-04-01,2020,TV-14,2 Seasons,International TV Shows,"To secure a bone marrow donation, an actress diagnosed with leukemia makes a marriage pact with a young CEO – but love and secrets get in the way.",2020.0,4.0,6.0
s2749,TV Show,Well-Intended Love,Unknown,"Xu Kaicheng, Simona Wang, Ian Yi, Huang Qian Shuo, Yang Hao Ming, Liu Jia Xi",China,2020-04-01,2020,TV-14,2 Seasons,Romantic TV Shows,"To secure a bone marrow donation, an actress diagnosed with leukemia makes a marriage pact with a young CEO – but love and secrets get in the way.",2020.0,4.0,6.0
s2749,TV Show,Well-Intended Love,Unknown,"Xu Kaicheng, Simona Wang, Ian Yi, Huang Qian Shuo, Yang Hao Ming, Liu Jia Xi",China,2020-04-01,2020,TV-14,2 Seasons,TV Comedies,"To secure a bone marrow donation, an actress diagnosed with leukemia makes a marriage pact with a young CEO – but love and secrets get in the way.",2020.0,4.0,6.0
s4908,Movie,Candy Jar,Ben Shelton,"Christina Hendricks, Helen Hunt, Uzo Aduba, Sami Gayle, Jacob Latimore",United States,2018-04-27,2018,TV-14,93 min,Children & Family Movies,Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,2018.0,4.0,8.0
s4908,Movie,Candy Jar,Ben Shelton,"Christina Hendricks, Helen Hunt, Uzo Aduba, Sami Gayle, Jacob Latimore",United States,2018-04-27,2018,TV-14,93 min,Dramas,Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,2018.0,4.0,8.0
s4908,Movie,Candy Jar,Ben Shelton,"Christina Hendricks, Helen Hunt, Uzo Aduba, Sami Gayle, Jacob Latimore",United States,2018-04-27,2018,TV-14,93 min,Romantic Movies,Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,2018.0,4.0,8.0
s3456,TV Show,Super Monsters,Unknown,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Ian James Corlett, Britt McKillip, Kathleen Barr, Diana Kaarina",Unknown,2019-10-04,2019,TV-Y,3 Seasons,Kids' TV,Preschool kids whose parents are the world's most famous monsters try to master their special powers while preparing for kindergarten.,2019.0,10.0,7.0
s1347,Movie,All My Friends Are Dead,Jan Belcl,"Julia Wieniawa-Narkiewicz, Mateusz Więcławek, Adam Graf Turczyk, Monika Krzywkowska, Nikodem Rozbicki, Kamil Piotrowski, Adam Bobik, Paulina Gałązka, Magdalena Perlińska, Katarzyna Chojnacka, Konrad Żygadło, Szymon Roszak, Michał Sikorski, Aleksandra Pisula, Wojciech Łozowski, Michał Meyer, Adam Woronowicz",Poland,2021-02-03,2020,TV-MA,97 min,Comedies,"A group of friends at a New Year’s Eve party go through a whirlwind of events that exposes secrets, breaks hearts — and leads to a shocking outcome.",2021.0,2.0,5.0
s1347,Movie,All My Friends Are Dead,Jan Belcl,"Julia Wieniawa-Narkiewicz, Mateusz Więcławek, Adam Graf Turczyk, Monika Krzywkowska, Nikodem Rozbicki, Kamil Piotrowski, Adam Bobik, Paulina Gałązka, Magdalena Perlińska, Katarzyna Chojnacka, Konrad Żygadło, Szymon Roszak, Michał Sikorski, Aleksandra Pisula, Wojciech Łozowski, Michał Meyer, Adam Woronowicz",Poland,2021-02-03,2020,TV-MA,97 min,Dramas,"A group of friends at a New Year’s Eve party go through a whirlwind of events that exposes secrets, breaks hearts — and leads to a shocking outcome.",2021.0,2.0,5.0
s1347,Movie,All My Friends Are Dead,Jan Belcl,"Julia Wieniawa-Narkiewicz, Mateusz Więcławek, Adam Graf Turczyk, Monika Krzywkowska, Nikodem Rozbicki, Kamil Piotrowski, Adam Bobik, Paulina Gałązka, Magdalena Perlińska, Katarzyna Chojnacka, Konrad Żygadło, Szymon Roszak, Michał Sikorski, Aleksandra Pisula, Wojciech Łozowski, Michał Meyer, Adam Woronowicz",Poland,2021-02-03,2020,TV-MA,97 min,International Movies,"A group of friends at a New Year’s Eve party go through a whirlwind of events that exposes secrets, breaks hearts — and leads to a shocking outcome.",2021.0,2.0,5.0
s1220,Movie,You're Everything To Me,Tolga Örnek,"Tolga Çevik, Cengiz Bozkurt, Melis Birkan, Tuna Çevik",Turkey,2021-03-12,2016,TV-PG,107 min,Comedies,"When an old fling shows up with their infant child, a dallying man-child must take on the role of father and create a fairytale world for his daughter.",2021.0,3.0,5.0
s1220,Movie,You're Everything To Me,Tolga Örnek,"Tolga Çevik, Cengiz Bozkurt, Melis Birkan, Tuna Çevik",Turkey,2021-03-12,2016,TV-PG,107 min,Dramas,"When an old fling shows up with their infant child, a dallying man-child must take on the role of father and create a fairytale world for his daughter.",2021.0,3.0,5.0
s1220,Movie,You're Everything To Me,Tolga Örnek,"Tolga Çevik, Cengiz Bozkurt, Melis Birkan, Tuna Çevik",Turkey,2021-03-12,2016,TV-PG,107 min,Independent Movies,"When an old fling shows up with their infant child, a dallying man-child must take on the role of father and create a fairytale world for his daughter.",2021.0,3.0,5.0
s7943,TV Show,Satrangi,Unknown,Deepali Sahay,Unknown,2017-04-01,2014,TV-PG,1 Season,Docuseries,Young musicians from 13 states in India demonstrate their cultural heritage by performing regional folk music using traditional instruments.,2017.0,4.0,9.0
s7943,TV Show,Satrangi,Unknown,Deepali Sahay,Unknown,2017-04-01,2014,TV-PG,1 Season,International TV Shows,Young musicians from 13 states in India demonstrate their cultural heritage by performing regional folk music using traditional instruments.,2017.0,4.0,9.0
s1373,Movie,June & Kopi,Noviandra Santosa,"Acha Septriasa, Ryan Delon, Makayla Rose Hilli, TJ",Indonesia,2021-01-28,2021,TV-PG,90 min,Children & Family Movies,"A street dog is taken in by a young couple, and the family pit becomes an instant accomplice as she adjusts to her new, loving home.",2021.0,1.0,5.0
s1373,Movie,June & Kopi,Noviandra Santosa,"Acha Septriasa, Ryan Delon, Makayla Rose Hilli, TJ",Indonesia,2021-01-28,2021,TV-PG,90 min,Dramas,"A street dog is taken in by a young couple, and the family pit becomes an instant accomplice as she adjusts to her new, loving home.",2021.0,1.0,5.0
s1373,Movie,June & Kopi,Noviandra Santosa,"Acha Septriasa, Ryan Delon, Makayla Rose Hilli, TJ",Indonesia,2021-01-28,2021,TV-PG,90 min,International Movies,"A street dog is taken in by a young couple, and the family pit becomes an instant accomplice as she adjusts to her new, loving home.",2021.0,1.0,5.0
s4383,Movie,Cam,Daniel Goldhaber,"Madeline Brewer, Patch Darragh, Melora Walters, Devin Druid, Imani Hakim, Michael Dempsey, Flora Diaz, Samantha Robinson, Jessica Parker Kennedy, Quei Tann",United States,2018-11-16,2018,TV-MA,95 min,Horror Movies,"After a look-alike takes over her account, a cam girl with a growing fan base sets out to identify the mysterious culprit and reclaim her own identity.",2018.0,11.0,8.0
s4383,Movie,Cam,Daniel Goldhaber,"Madeline Brewer, Patch Darragh, Melora Walters, Devin Druid, Imani Hakim, Michael Dempsey, Flora Diaz, Samantha Robinson, Jessica Parker Kennedy, Quei Tann",United States,2018-11-16,2018,TV-MA,95 min,Independent Movies,"After a look-alike takes over her account, a cam girl with a growing fan base sets out to identify the mysterious culprit and reclaim her own identity.",2018.0,11.0,8.0
s4383,Movie,Cam,Daniel Goldhaber,"Madeline Brewer, Patch Darragh, Melora Walters, Devin Druid, Imani Hakim, Michael Dempsey, Flora Diaz, Samantha Robinson, Jessica Parker Kennedy, Quei Tann",United States,2018-11-16,2018,TV-MA,95 min,Thrillers,"After a look-alike takes over her account, a cam girl with a growing fan base sets out to identify the mysterious culprit and reclaim her own identity.",2018.0,11.0,8.0
s648,TV Show,The Parisian Agency: Exclusive Properties,Unknown,"Olivier Kretz, Sandrine Kretz, Valentin Kretz, Martin Kretz, Louis Kretz",Unknown,2021-06-23,2021,TV-G,1 Season,International TV Shows,This reality series follows the Kretz family and their luxury property business as they help clients buy and sell fabulous homes in France and abroad.,2021.0,6.0,5.0
s648,TV Show,The Parisian Agency: Exclusive Properties,Unknown,"Olivier Kretz, Sandrine Kretz, Valentin Kretz, Martin Kretz, Louis Kretz",Unknown,2021-06-23,2021,TV-G,1 Season,Reality TV,This reality series follows the Kretz family and their luxury property business as they help clients buy and sell fabulous homes in France and abroad.,2021.0,6.0,5.0
s7039,Movie,I Am Maris,Laura VanZee Taylor,Maris Degener,United States,2019-04-01,2018,TV-14,54 min,Documentaries,"Through her own words and art, a young woman details the healing power of yoga in her struggle with anorexia and her journey to self-acceptance.",2019.0,4.0,7.0
s6659,TV Show,Earth to Luna!,Unknown,"Angelina Carballo, Raul-Gomez Pina, Eric Anderson",Brazil,2020-04-10,2014,TV-Y,1 Season,Kids' TV,"Curious about everything and excited about science, 6-year-old Luna, her brother Jupiter and pet Clyde explore nature to learn about the world.",2020.0,4.0,6.0
s5575,Movie,One 2 Ka 4,Shashilal K. Nair,"Shah Rukh Khan, Juhi Chawla, Jackie Shroff, Nirmal Pandey, Dilip Joshi, Sahila Chaddha, Suresh Chatwal, Bharat Dabholkar, Baby Gazala, Akash Khurana",India,2017-03-15,2001,TV-14,160 min,Action & Adventure,"When his partner is killed, a young cop is forced to care for the man's four children, and solicits the help of a woman who moves in with them.",2017.0,3.0,9.0
s5575,Movie,One 2 Ka 4,Shashilal K. Nair,"Shah Rukh Khan, Juhi Chawla, Jackie Shroff, Nirmal Pandey, Dilip Joshi, Sahila Chaddha, Suresh Chatwal, Bharat Dabholkar, Baby Gazala, Akash Khurana",India,2017-03-15,2001,TV-14,160 min,Comedies,"When his partner is killed, a young cop is forced to care for the man's four children, and solicits the help of a woman who moves in with them.",2017.0,3.0,9.0
s5575,Movie,One 2 Ka 4,Shashilal K. Nair,"Shah Rukh Khan, Juhi Chawla, Jackie Shroff, Nirmal Pandey, Dilip Joshi, Sahila Chaddha, Suresh Chatwal, Bharat Dabholkar, Baby Gazala, Akash Khurana",India,2017-03-15,2001,TV-14,160 min,Dramas,"When his partner is killed, a young cop is forced to care for the man's four children, and solicits the help of a woman who moves in with them.",2017.0,3.0,9.0
s2288,Movie,Queen,Vikas Bahl,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon, Mish Boyko, Jeffrey Chee Eng Ho, Marco Canadea, Sabeeka Imam, Yogendra Tikku",India,2020-07-05,2014,TV-MA,138 min,Comedies,"Dumped by her fiancé, a sheltered young woman decides to go on her honeymoon to Europe alone, embarking on an exhilarating journey of self-discovery.",2020.0,7.0,6.0
s2288,Movie,Queen,Vikas Bahl,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon, Mish Boyko, Jeffrey Chee Eng Ho, Marco Canadea, Sabeeka Imam, Yogendra Tikku",India,2020-07-05,2014,TV-MA,138 min,Dramas,"Dumped by her fiancé, a sheltered young woman decides to go on her honeymoon to Europe alone, embarking on an exhilarating journey of self-discovery.",2020.0,7.0,6.0
s2288,Movie,Queen,Vikas Bahl,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon, Mish Boyko, Jeffrey Chee Eng Ho, Marco Canadea, Sabeeka Imam, Yogendra Tikku",India,2020-07-05,2014,TV-MA,138 min,International Movies,"Dumped by her fiancé, a sheltered young woman decides to go on her honeymoon to Europe alone, embarking on an exhilarating journey of self-discovery.",2020.0,7.0,6.0
